user_id,churn,recency_days,frequency,monetary,r_score,f_score,m_score,segment,rfm_score
USR07913,0,34.0,14,17790.92,3,3,3,Loyal,9
USR07914,0,46.0,8,5255.32,3,2,2,Promising,7
USR07915,0,16.0,12,14403.21,4,3,3,Loyal,10
USR07916,0,38.0,17,20326.14,3,3,3,Loyal,9
USR07917,0,49.0,11,14996.35,3,3,3,Loyal,9
USR07918,0,36.0,11,14698.68,3,3,3,Loyal,9
USR07919,0,33.0,19,18194.74,3,3,3,Loyal,9
USR07920,0,25.0,19,28483.31,4,3,3,Loyal,10
USR07921,0,17.0,16,15412.78,4,3,3,Loyal,10
USR07922,0,4.0,19,16816.64,4,3,3,Loyal,10
USR07923,0,22.0,16,37638.78,4,3,3,Loyal,10
USR07924,0,25.0,17,25112.15,4,3,3,Loyal,10
USR07925,0,7.0,19,23305.07,4,3,3,Loyal,10
USR07926,0,32.0,13,12219.4,3,3,3,Loyal,9
USR07927,0,17.0,11,9623.84,4,3,2,Loyal,9
USR07928,0,15.0,9,7685.2,4,2,2,Promising,8
USR07929,0,19.0,16,13166.69,4,3,3,Loyal,10
USR07930,0,20.0,14,18269.5,4,3,3,Loyal,10
USR07931,0,6.0,14,10748.87,4,3,3,Loyal,10
USR07932,0,26.0,12,18075.8,4,3,3,Loyal,10
USR07933,0,10.0,11,13129.84,4,3,3,Loyal,10
USR07934,0,39.0,17,22444.46,3,3,3,Loyal,9
USR07935,1,46.0,10,5585.51,3,3,2,Promising,8
USR07936,0,59.0,12,6099.98,3,3,2,Promising,8
USR07937,0,44.0,10,9410.85,3,3,2,Promising,8
USR07938,0,17.0,12,5723.68,4,3,2,Loyal,9
USR07939,0,11.0,13,19120.73,4,3,3,Loyal,10
USR07940,0,22.0,10,10593.08,4,3,3,Loyal,10
USR07941,0,11.0,16,20762.85,4,3,3,Loyal,10
USR07942,0,27.0,14,24021.88,4,3,3,Loyal,10
USR07943,0,19.0,21,26661.95,4,4,3,Champion,11
USR07944,0,25.0,8,14692.0,4,2,3,Loyal,9
USR07945,0,18.0,15,19039.46,4,3,3,Loyal,10
USR07946,0,14.0,18,16130.38,4,3,3,Loyal,10
USR07947,0,25.0,15,12669.35,4,3,3,Loyal,10
USR07948,0,29.0,12,8551.01,4,3,2,Loyal,9
USR07949,0,19.0,15,19133.01,4,3,3,Loyal,10
USR07950,0,26.0,10,11944.58,4,3,3,Loyal,10
USR07951,0,46.0,13,17134.19,3,3,3,Loyal,9
USR07952,1,94.0,8,3752.42,2,2,2,At Risk,6
USR07953,0,34.0,12,14108.32,3,3,3,Loyal,9
USR07954,0,27.0,9,21980.84,4,2,3,Loyal,9
USR07955,0,11.0,18,26595.74,4,3,3,Loyal,10
USR07956,0,37.0,15,20450.73,3,3,3,Loyal,9
USR07957,0,7.0,17,18745.29,4,3,3,Loyal,10
USR07958,0,16.0,11,11448.76,4,3,3,Loyal,10
USR07959,0,12.0,11,12029.08,4,3,3,Loyal,10
USR07960,0,26.0,16,25696.14,4,3,3,Loyal,10
USR07961,0,65.0,10,8980.62,3,3,2,Promising,8
USR07962,0,41.0,15,16850.21,3,3,3,Loyal,9
USR07963,0,15.0,17,17737.5,4,3,3,Loyal,10
USR07964,0,20.0,14,12515.86,4,3,3,Loyal,10
USR07965,0,44.0,9,6115.24,3,2,2,Promising,7
USR07966,0,27.0,13,6914.12,4,3,2,Loyal,9
USR07967,0,27.0,9,9356.75,4,2,2,Promising,8
USR07968,0,42.0,18,17807.58,3,3,3,Loyal,9
USR07969,0,11.0,17,20611.01,4,3,3,Loyal,10
USR07970,0,43.0,11,10991.2,3,3,3,Loyal,9
USR07971,0,8.0,17,15099.22,4,3,3,Loyal,10
USR07972,0,19.0,9,7837.0,4,2,2,Promising,8
USR07973,0,19.0,17,24572.01,4,3,3,Loyal,10
USR07974,1,28.0,9,3955.7,4,2,2,Promising,8
USR07975,1,54.0,11,5578.54,3,3,2,Promising,8
USR07976,0,23.0,14,14968.66,4,3,3,Loyal,10
USR07977,0,26.0,11,13576.57,4,3,3,Loyal,10
USR07978,0,43.0,12,9958.27,3,3,2,Promising,8
USR07979,1,96.0,11,10819.04,2,3,3,Promising,8
USR07980,0,12.0,8,12614.9,4,2,3,Loyal,9
USR07981,0,20.0,11,16075.42,4,3,3,Loyal,10
USR07982,0,17.0,20,21827.5,4,4,3,Champion,11
USR07983,0,13.0,19,21158.28,4,3,3,Loyal,10
USR07984,0,16.0,11,14248.23,4,3,3,Loyal,10
USR07985,0,24.0,24,32865.77,4,4,3,Champion,11
USR07986,1,53.0,10,3178.15,3,3,2,Promising,8
USR07987,0,29.0,22,24892.67,4,4,3,Champion,11
USR07988,0,12.0,16,21154.58,4,3,3,Loyal,10
USR07989,1,34.0,9,4195.13,3,2,2,Promising,7
USR07990,0,20.0,18,23791.22,4,3,3,Loyal,10
USR07991,0,11.0,14,19881.93,4,3,3,Loyal,10
USR07992,0,8.0,13,9007.83,4,3,2,Loyal,9
USR07993,1,44.0,8,4310.22,3,2,2,Promising,7
USR07994,0,21.0,22,29674.5,4,4,3,Champion,11
USR07995,0,14.0,19,21414.05,4,3,3,Loyal,10
USR07996,0,7.0,9,8868.36,4,2,2,Promising,8
USR07997,0,6.0,16,19231.12,4,3,3,Loyal,10
USR07998,0,40.0,16,14342.84,3,3,3,Loyal,9
USR07999,0,23.0,10,14428.89,4,3,3,Loyal,10
USR08000,0,31.0,11,16973.44,3,3,3,Loyal,9
USR08001,0,21.0,12,14538.79,4,3,3,Loyal,10
USR08002,0,31.0,13,25504.33,3,3,3,Loyal,9
USR08003,0,29.0,10,13614.33,4,3,3,Loyal,10
USR08004,0,22.0,11,12919.81,4,3,3,Loyal,10
USR08005,0,21.0,9,12962.31,4,2,3,Loyal,9
USR08006,0,14.0,18,25036.97,4,3,3,Loyal,10
USR08007,0,43.0,13,17329.28,3,3,3,Loyal,9
USR08008,0,36.0,10,15561.4,3,3,3,Loyal,9
USR08009,0,33.0,14,20323.84,3,3,3,Loyal,9
USR08010,0,28.0,20,28026.28,4,4,3,Champion,11
USR08011,0,23.0,12,12872.32,4,3,3,Loyal,10
USR08012,0,20.0,19,20062.81,4,3,3,Loyal,10
USR08013,0,26.0,12,6483.57,4,3,2,Loyal,9
USR08014,0,22.0,15,10588.89,4,3,3,Loyal,10
USR08015,0,14.0,11,11603.46,4,3,3,Loyal,10
USR08016,0,29.0,15,13228.32,4,3,3,Loyal,10
USR08017,0,37.0,10,9660.76,3,3,2,Promising,8
USR08018,0,28.0,13,16424.71,4,3,3,Loyal,10
USR08019,0,21.0,17,22172.36,4,3,3,Loyal,10
USR08020,0,20.0,9,11687.4,4,2,3,Loyal,9
USR08021,0,23.0,15,22972.26,4,3,3,Loyal,10
USR08022,0,23.0,15,17991.6,4,3,3,Loyal,10
USR08023,0,15.0,17,13622.68,4,3,3,Loyal,10
USR08024,0,17.0,13,11085.02,4,3,3,Loyal,10
USR08025,0,22.0,15,23737.64,4,3,3,Loyal,10
USR08026,1,25.0,8,5629.05,4,2,2,Promising,8
USR08027,0,109.0,15,13048.18,2,3,3,Promising,8
USR08028,0,23.0,14,20593.96,4,3,3,Loyal,10
USR08029,0,42.0,15,21269.6,3,3,3,Loyal,9
USR08030,0,34.0,10,11479.97,3,3,3,Loyal,9
USR08031,0,22.0,14,18251.61,4,3,3,Loyal,10
USR08032,0,18.0,20,27654.18,4,4,3,Champion,11
USR08033,0,25.0,20,22783.72,4,4,3,Champion,11
USR08034,0,44.0,17,18229.44,3,3,3,Loyal,9
USR08035,1,107.0,6,5152.59,2,2,2,At Risk,6
USR08036,0,18.0,22,27231.4,4,4,3,Champion,11
USR08037,0,15.0,17,25568.31,4,3,3,Loyal,10
USR08038,0,22.0,13,17551.93,4,3,3,Loyal,10
USR08039,0,17.0,13,19957.07,4,3,3,Loyal,10
USR08040,0,64.0,9,10543.47,3,2,3,Promising,8
USR08041,0,36.0,15,18535.37,3,3,3,Loyal,9
USR08042,0,14.0,16,23906.84,4,3,3,Loyal,10
USR08043,0,38.0,14,18267.27,3,3,3,Loyal,9
USR08044,0,2.0,14,18372.42,4,3,3,Loyal,10
USR08045,0,58.0,9,18643.09,3,2,3,Promising,8
USR08046,0,28.0,13,18115.84,4,3,3,Loyal,10
USR08047,0,35.0,21,27532.89,3,4,3,Loyal,10
USR08048,0,36.0,14,19696.14,3,3,3,Loyal,9
USR08049,0,57.0,13,10208.27,3,3,3,Loyal,9
USR08050,0,39.0,5,4951.9,3,2,2,Promising,7
USR08051,0,22.0,12,7968.37,4,3,2,Loyal,9
USR08052,0,36.0,17,16826.5,3,3,3,Loyal,9
USR08053,0,6.0,8,6020.81,4,2,2,Promising,8
USR08054,0,50.0,7,7214.55,3,2,2,Promising,7
USR08055,0,13.0,13,10225.87,4,3,3,Loyal,10
USR08056,0,22.0,16,18473.66,4,3,3,Loyal,10
USR08057,0,48.0,9,16584.22,3,2,3,Promising,8
USR08058,0,5.0,11,5661.65,4,3,2,Loyal,9
USR08059,0,27.0,15,20381.17,4,3,3,Loyal,10
USR08060,0,39.0,16,13849.9,3,3,3,Loyal,9
USR08061,0,52.0,15,19477.79,3,3,3,Loyal,9
USR08062,1,60.0,11,8722.15,3,3,2,Promising,8
USR08063,0,14.0,13,18718.89,4,3,3,Loyal,10
USR08064,0,53.0,16,18403.31,3,3,3,Loyal,9
USR08065,0,73.0,10,14094.65,3,3,3,Loyal,9
USR08066,0,39.0,11,10228.08,3,3,3,Loyal,9
USR08067,0,37.0,15,24384.79,3,3,3,Loyal,9
USR08068,0,17.0,13,13700.63,4,3,3,Loyal,10
USR08069,0,7.0,16,12843.5,4,3,3,Loyal,10
USR08070,0,18.0,15,22870.02,4,3,3,Loyal,10
USR08071,0,16.0,11,8756.45,4,3,2,Loyal,9
USR08072,0,41.0,7,13963.62,3,2,3,Promising,8
USR08073,0,22.0,15,22704.0,4,3,3,Loyal,10
USR08074,1,11.0,9,3770.73,4,2,2,Promising,8
USR08075,0,14.0,19,25216.51,4,3,3,Loyal,10
USR08076,0,32.0,10,10086.16,3,3,3,Loyal,9
USR08077,0,15.0,16,14351.83,4,3,3,Loyal,10
USR08078,0,21.0,11,11955.7,4,3,3,Loyal,10
USR08079,0,50.0,14,13874.41,3,3,3,Loyal,9
USR08080,0,11.0,13,10222.85,4,3,3,Loyal,10
USR08081,0,18.0,9,11509.8,4,2,3,Loyal,9
USR08082,0,20.0,18,22935.56,4,3,3,Loyal,10
USR08083,0,30.0,13,20003.84,4,3,3,Loyal,10
USR08084,1,47.0,7,6158.5,3,2,2,Promising,7
USR08085,0,37.0,14,27972.48,3,3,3,Loyal,9
USR08086,0,41.0,21,26136.11,3,4,3,Loyal,10
USR08087,0,18.0,20,32548.83,4,4,3,Champion,11
USR08088,0,33.0,14,17495.98,3,3,3,Loyal,9
USR08089,0,73.0,13,16760.01,3,3,3,Loyal,9
USR08090,0,66.0,12,18033.86,3,3,3,Loyal,9
USR08091,0,71.0,10,7733.93,3,3,2,Promising,8
USR08092,0,19.0,21,26045.76,4,4,3,Champion,11
USR08093,0,21.0,13,9696.39,4,3,2,Loyal,9
USR08094,0,21.0,12,11096.56,4,3,3,Loyal,10
USR08095,0,6.0,8,12035.62,4,2,3,Loyal,9
USR08096,0,25.0,9,13148.04,4,2,3,Loyal,9
USR08097,0,60.0,9,13053.02,3,2,3,Promising,8
USR08098,0,17.0,17,16806.46,4,3,3,Loyal,10
USR08099,0,23.0,11,21885.48,4,3,3,Loyal,10
USR08100,0,51.0,13,15823.79,3,3,3,Loyal,9
USR08101,0,50.0,15,20781.87,3,3,3,Loyal,9
USR08102,0,10.0,14,12542.61,4,3,3,Loyal,10
USR08103,0,24.0,13,13823.35,4,3,3,Loyal,10
USR08104,0,13.0,12,13954.7,4,3,3,Loyal,10
USR08105,0,30.0,12,7039.42,3,3,2,Promising,8
USR08106,0,63.0,15,18334.67,3,3,3,Loyal,9
USR08107,0,31.0,10,15797.92,3,3,3,Loyal,9
USR08108,0,33.0,13,11513.74,3,3,3,Loyal,9
USR08109,0,10.0,19,16957.47,4,3,3,Loyal,10
USR08110,0,11.0,18,23617.5,4,3,3,Loyal,10
USR08111,0,28.0,18,13830.71,4,3,3,Loyal,10
USR08112,0,25.0,19,21123.67,4,3,3,Loyal,10
USR08113,0,20.0,20,25101.95,4,4,3,Champion,11
USR08114,0,20.0,21,23206.36,4,4,3,Champion,11
USR08115,0,35.0,20,18036.87,3,4,3,Loyal,10
USR08116,0,23.0,17,15511.4,4,3,3,Loyal,10
USR08117,0,64.0,9,9224.46,3,2,2,Promising,7
USR08118,0,16.0,11,13860.76,4,3,3,Loyal,10
USR08119,0,23.0,9,7567.56,4,2,2,Promising,8
USR08120,0,61.0,17,24308.83,3,3,3,Loyal,9
USR08121,1,52.0,2,416.65,3,1,1,At Risk,5
USR08122,0,29.0,18,18830.12,4,3,3,Loyal,10
USR08123,0,59.0,11,6733.8,3,3,2,Promising,8
USR08124,0,32.0,9,10773.1,3,2,3,Promising,8
USR08125,0,3.0,11,13171.35,4,3,3,Loyal,10
USR08126,0,32.0,12,10029.63,3,3,3,Loyal,9
USR08127,0,19.0,14,19447.21,4,3,3,Loyal,10
USR08128,0,29.0,22,26989.71,4,4,3,Champion,11
USR08129,0,7.0,18,19008.88,4,3,3,Loyal,10
USR08130,0,21.0,14,15815.07,4,3,3,Loyal,10
USR08131,0,33.0,13,16696.91,3,3,3,Loyal,9
USR08132,0,30.0,16,22436.83,4,3,3,Loyal,10
USR08133,0,52.0,8,9503.38,3,2,2,Promising,7
USR08134,0,24.0,14,18589.78,4,3,3,Loyal,10
USR08135,0,27.0,21,24513.77,4,4,3,Champion,11
USR08136,0,39.0,11,10988.66,3,3,3,Loyal,9
USR08137,0,8.0,13,11804.82,4,3,3,Loyal,10
USR08138,0,23.0,9,12906.61,4,2,3,Loyal,9
USR08139,0,28.0,16,12182.9,4,3,3,Loyal,10
USR08140,0,47.0,11,9665.7,3,3,2,Promising,8
USR08141,1,10.0,9,1882.89,4,2,2,Promising,8
USR08142,0,9.0,10,9353.28,4,3,2,Loyal,9
USR08143,0,10.0,19,17120.43,4,3,3,Loyal,10
USR08144,1,78.0,9,3976.1,3,2,2,Promising,7
USR08145,0,3.0,11,16221.16,4,3,3,Loyal,10
USR08146,0,25.0,12,7479.42,4,3,2,Loyal,9
USR08147,0,15.0,14,14887.53,4,3,3,Loyal,10
USR08148,0,39.0,15,18725.04,3,3,3,Loyal,9
USR08149,0,14.0,13,10836.14,4,3,3,Loyal,10
USR08150,0,32.0,13,15706.52,3,3,3,Loyal,9
USR08151,0,19.0,12,20028.66,4,3,3,Loyal,10
USR08152,0,14.0,12,21381.65,4,3,3,Loyal,10
USR08153,0,29.0,13,16622.51,4,3,3,Loyal,10
USR08154,0,11.0,17,18183.91,4,3,3,Loyal,10
USR08155,0,52.0,16,16908.08,3,3,3,Loyal,9
USR08156,0,28.0,10,13618.48,4,3,3,Loyal,10
USR08157,0,45.0,15,36259.92,3,3,3,Loyal,9
USR08158,0,78.0,16,20423.23,3,3,3,Loyal,9
USR08159,0,11.0,8,7790.85,4,2,2,Promising,8
USR08160,0,22.0,13,14554.98,4,3,3,Loyal,10
USR08161,0,52.0,20,32918.58,3,4,3,Loyal,10
USR08162,0,53.0,15,16422.43,3,3,3,Loyal,9
USR08163,0,114.0,8,7983.64,2,2,2,At Risk,6
USR08164,0,30.0,12,15135.13,4,3,3,Loyal,10
USR08165,0,29.0,19,29342.19,4,3,3,Loyal,10
USR08166,0,28.0,13,7872.72,4,3,2,Loyal,9
USR08167,0,25.0,15,22837.86,4,3,3,Loyal,10
USR08168,0,18.0,16,19591.26,4,3,3,Loyal,10
USR08169,0,19.0,18,36892.17,4,3,3,Loyal,10
USR08170,0,40.0,13,12406.41,3,3,3,Loyal,9
USR08171,0,10.0,18,25331.55,4,3,3,Loyal,10
USR08172,0,22.0,14,21216.66,4,3,3,Loyal,10
USR08173,0,31.0,19,19367.36,3,3,3,Loyal,9
USR08174,0,10.0,13,17088.25,4,3,3,Loyal,10
USR08175,0,22.0,15,12941.82,4,3,3,Loyal,10
USR08176,0,8.0,22,19979.61,4,4,3,Champion,11
USR08177,0,25.0,21,28094.6,4,4,3,Champion,11
USR08178,0,8.0,14,16496.41,4,3,3,Loyal,10
USR08179,0,29.0,13,6893.03,4,3,2,Loyal,9
USR08180,0,12.0,18,23112.19,4,3,3,Loyal,10
USR08181,0,32.0,14,20414.24,3,3,3,Loyal,9
USR08182,0,27.0,22,23125.45,4,4,3,Champion,11
USR08183,0,12.0,10,10852.45,4,3,3,Loyal,10
USR08184,0,19.0,16,22742.06,4,3,3,Loyal,10
USR08185,0,40.0,15,23750.51,3,3,3,Loyal,9
USR08186,1,47.0,6,7816.09,3,2,2,Promising,7
USR08187,0,11.0,15,16204.0,4,3,3,Loyal,10
USR08188,0,35.0,20,18663.46,3,4,3,Loyal,10
USR08189,1,26.0,11,6217.43,4,3,2,Loyal,9
USR08190,0,32.0,11,12243.26,3,3,3,Loyal,9
USR08191,0,5.0,18,20879.88,4,3,3,Loyal,10
USR08192,0,12.0,15,19598.98,4,3,3,Loyal,10
USR08193,0,21.0,9,7395.18,4,2,2,Promising,8
USR08194,0,39.0,11,14006.83,3,3,3,Loyal,9
USR08195,0,9.0,14,18844.33,4,3,3,Loyal,10
USR08196,0,36.0,10,10281.39,3,3,3,Loyal,9
USR08197,0,27.0,15,23947.72,4,3,3,Loyal,10
USR08198,0,22.0,15,15696.16,4,3,3,Loyal,10
USR08199,0,35.0,8,7915.76,3,2,2,Promising,7
USR08200,0,37.0,11,16496.92,3,3,3,Loyal,9
USR08201,0,38.0,18,24294.98,3,3,3,Loyal,9
USR08202,0,22.0,11,12763.64,4,3,3,Loyal,10
USR08203,0,76.0,4,6364.57,3,2,2,Promising,7
USR08204,0,41.0,19,25224.78,3,3,3,Loyal,9
USR08205,0,10.0,22,20365.97,4,4,3,Champion,11
USR08206,0,21.0,13,17346.88,4,3,3,Loyal,10
USR08207,0,28.0,17,19103.66,4,3,3,Loyal,10
USR08208,0,9.0,11,14754.39,4,3,3,Loyal,10
USR08209,0,23.0,15,15156.44,4,3,3,Loyal,10
USR08210,0,13.0,13,15946.56,4,3,3,Loyal,10
USR08211,0,13.0,10,12482.39,4,3,3,Loyal,10
USR08212,0,15.0,11,15115.83,4,3,3,Loyal,10
USR08213,0,26.0,6,9034.39,4,2,2,Promising,8
USR08214,0,49.0,11,10651.1,3,3,3,Loyal,9
USR08215,0,44.0,8,11866.08,3,2,3,Promising,8
USR08216,0,37.0,10,10242.32,3,3,3,Loyal,9
USR08217,0,37.0,16,8232.28,3,3,2,Promising,8
USR08218,0,13.0,14,10975.47,4,3,3,Loyal,10
USR08219,0,58.0,12,12046.73,3,3,3,Loyal,9
USR08220,0,15.0,14,23501.42,4,3,3,Loyal,10
USR08221,1,60.0,9,5434.81,3,2,2,Promising,7
USR08222,0,19.0,7,12222.99,4,2,3,Loyal,9
USR08223,0,27.0,13,9942.13,4,3,2,Loyal,9
USR08224,0,12.0,10,15588.56,4,3,3,Loyal,10
USR08225,0,38.0,12,12378.04,3,3,3,Loyal,9
USR08226,0,34.0,14,18279.96,3,3,3,Loyal,9
USR08227,0,18.0,13,17336.17,4,3,3,Loyal,10
USR08228,1,104.0,5,6206.72,2,2,2,At Risk,6
USR08229,0,30.0,11,6060.98,4,3,2,Loyal,9
USR08230,1,168.0,5,4654.51,2,2,2,At Risk,6
USR08231,0,4.0,13,21645.53,4,3,3,Loyal,10
USR08232,1,83.0,8,4243.79,3,2,2,Promising,7
USR08233,0,26.0,15,30007.34,4,3,3,Loyal,10
USR08234,0,46.0,14,25383.49,3,3,3,Loyal,9
USR08235,0,33.0,11,12699.42,3,3,3,Loyal,9
USR08236,0,18.0,14,26406.6,4,3,3,Loyal,10
USR08237,0,51.0,8,11006.04,3,2,3,Promising,8
USR08238,1,52.0,11,7051.76,3,3,2,Promising,8
USR08239,0,36.0,14,18968.99,3,3,3,Loyal,9
USR08240,0,19.0,14,18270.38,4,3,3,Loyal,10
USR08241,0,15.0,10,19183.49,4,3,3,Loyal,10
USR08242,0,3.0,16,17996.96,4,3,3,Loyal,10
USR08243,1,7.0,7,4407.3,4,2,2,Promising,8
USR08244,0,24.0,15,23390.01,4,3,3,Loyal,10
USR08245,0,7.0,13,16463.8,4,3,3,Loyal,10
USR08246,0,30.0,10,7382.36,4,3,2,Loyal,9
USR08247,0,14.0,15,22643.27,4,3,3,Loyal,10
USR08248,0,46.0,12,15575.4,3,3,3,Loyal,9
USR08249,0,18.0,11,12642.29,4,3,3,Loyal,10
USR08250,0,43.0,14,20221.31,3,3,3,Loyal,9
USR08251,0,21.0,15,21513.79,4,3,3,Loyal,10
USR08252,1,43.0,4,2054.01,3,2,2,Promising,7
USR08253,0,24.0,15,22222.11,4,3,3,Loyal,10
USR08254,0,69.0,12,9398.25,3,3,2,Promising,8
USR08255,0,22.0,8,13282.84,4,2,3,Loyal,9
USR08256,0,52.0,19,13586.61,3,3,3,Loyal,9
USR08257,0,35.0,11,15448.0,3,3,3,Loyal,9
USR08258,1,55.0,8,7986.31,3,2,2,Promising,7
USR08259,0,36.0,11,10780.57,3,3,3,Loyal,9
USR08260,0,17.0,15,24735.45,4,3,3,Loyal,10
USR08261,0,16.0,19,24034.17,4,3,3,Loyal,10
USR08262,0,20.0,17,26540.58,4,3,3,Loyal,10
USR08263,1,85.0,5,2713.06,3,2,2,Promising,7
USR08264,0,17.0,14,17264.06,4,3,3,Loyal,10
USR08265,0,25.0,15,19416.12,4,3,3,Loyal,10
USR08266,0,17.0,16,13203.16,4,3,3,Loyal,10
USR08267,0,46.0,10,14658.21,3,3,3,Loyal,9
USR08268,0,26.0,16,14895.64,4,3,3,Loyal,10
USR08269,0,20.0,11,9521.87,4,3,2,Loyal,9
USR08270,0,36.0,20,19428.75,3,4,3,Loyal,10
USR08271,0,30.0,12,13678.91,4,3,3,Loyal,10
USR08272,1,37.0,6,2177.62,3,2,2,Promising,7
USR08273,0,6.0,12,9812.3,4,3,2,Loyal,9
USR08274,0,12.0,14,9712.84,4,3,2,Loyal,9
USR08275,0,16.0,18,19062.98,4,3,3,Loyal,10
USR08276,0,24.0,14,21528.17,4,3,3,Loyal,10
USR08277,1,62.0,5,3797.2,3,2,2,Promising,7
USR08278,0,9.0,12,15761.26,4,3,3,Loyal,10
USR08279,0,13.0,13,22168.93,4,3,3,Loyal,10
USR08280,0,30.0,14,12531.7,4,3,3,Loyal,10
USR08281,0,28.0,16,12825.98,4,3,3,Loyal,10
USR08282,0,22.0,14,19618.41,4,3,3,Loyal,10
USR08283,0,25.0,17,12887.61,4,3,3,Loyal,10
USR08284,0,36.0,12,9365.26,3,3,2,Promising,8
USR08285,0,24.0,15,14048.34,4,3,3,Loyal,10
USR08286,0,33.0,17,23711.45,3,3,3,Loyal,9
USR08287,0,29.0,16,16124.43,4,3,3,Loyal,10
USR08288,0,20.0,13,17570.53,4,3,3,Loyal,10
USR08289,0,35.0,11,12228.27,3,3,3,Loyal,9
USR08290,0,28.0,10,8245.38,4,3,2,Loyal,9
USR08291,0,24.0,13,12520.95,4,3,3,Loyal,10
USR08292,0,24.0,12,9475.67,4,3,2,Loyal,9
USR08293,0,55.0,6,8942.7,3,2,2,Promising,7
USR08294,0,22.0,18,22686.87,4,3,3,Loyal,10
USR08295,0,9.0,14,21995.06,4,3,3,Loyal,10
USR08296,0,34.0,10,15250.12,3,3,3,Loyal,9
USR08297,0,16.0,6,3567.0,4,2,2,Promising,8
USR08298,0,31.0,12,15368.94,3,3,3,Loyal,9
USR08299,0,32.0,21,30561.76,3,4,3,Loyal,10
USR08300,0,41.0,9,8896.84,3,2,2,Promising,7
USR08301,0,21.0,9,11916.51,4,2,3,Loyal,9
USR08302,1,32.0,6,3388.03,3,2,2,Promising,7
USR08303,0,16.0,15,19599.19,4,3,3,Loyal,10
USR08304,0,13.0,12,22760.46,4,3,3,Loyal,10
USR08305,0,20.0,11,11524.39,4,3,3,Loyal,10
USR08306,0,9.0,18,22082.63,4,3,3,Loyal,10
USR08307,0,24.0,14,11826.66,4,3,3,Loyal,10
USR08308,0,67.0,10,16212.11,3,3,3,Loyal,9
USR08309,0,8.0,13,11244.07,4,3,3,Loyal,10
USR08310,0,17.0,14,15672.5,4,3,3,Loyal,10
USR08311,0,15.0,16,16722.06,4,3,3,Loyal,10
USR08312,0,19.0,16,15253.26,4,3,3,Loyal,10
USR08313,0,37.0,12,11358.28,3,3,3,Loyal,9
USR08314,0,24.0,13,16423.87,4,3,3,Loyal,10
USR08315,0,17.0,13,14855.01,4,3,3,Loyal,10
USR08316,1,103.0,4,3598.94,2,2,2,At Risk,6
USR08317,0,8.0,14,18650.07,4,3,3,Loyal,10
USR08318,0,30.0,13,9946.8,4,3,2,Loyal,9
USR08319,0,40.0,11,12726.7,3,3,3,Loyal,9
USR08320,0,22.0,13,13864.01,4,3,3,Loyal,10
USR08321,0,42.0,13,22004.93,3,3,3,Loyal,9
USR08322,0,8.0,11,14121.54,4,3,3,Loyal,10
USR08323,0,13.0,19,27015.56,4,3,3,Loyal,10
USR08324,1,41.0,10,3996.33,3,3,2,Promising,8
USR08325,0,13.0,12,15513.61,4,3,3,Loyal,10
USR08326,0,16.0,15,21648.75,4,3,3,Loyal,10
USR08327,0,10.0,8,11122.47,4,2,3,Loyal,9
USR08328,0,57.0,10,16344.77,3,3,3,Loyal,9
USR08329,0,6.0,8,8112.8,4,2,2,Promising,8
USR08330,0,12.0,12,19611.62,4,3,3,Loyal,10
USR08331,0,33.0,14,14627.99,3,3,3,Loyal,9
USR08332,0,42.0,16,22480.82,3,3,3,Loyal,9
USR08333,0,13.0,17,12564.27,4,3,3,Loyal,10
USR08334,0,27.0,18,25585.64,4,3,3,Loyal,10
USR08335,0,30.0,14,15197.29,4,3,3,Loyal,10
USR08336,0,14.0,10,6803.2,4,3,2,Loyal,9
USR08337,0,22.0,17,17712.74,4,3,3,Loyal,10
USR08338,0,31.0,5,6822.06,3,2,2,Promising,7
USR08339,0,13.0,12,9176.0,4,3,2,Loyal,9
USR08340,0,31.0,18,21612.79,3,3,3,Loyal,9
USR08341,0,17.0,12,16613.72,4,3,3,Loyal,10
USR08342,0,48.0,17,23771.52,3,3,3,Loyal,9
USR08343,0,26.0,14,9535.2,4,3,2,Loyal,9
USR08344,0,25.0,14,15922.95,4,3,3,Loyal,10
USR08345,0,43.0,17,20334.69,3,3,3,Loyal,9
USR08346,0,32.0,22,21988.8,3,4,3,Loyal,10
USR08347,1,158.0,4,3121.31,2,2,2,At Risk,6
USR08348,0,31.0,17,15936.72,3,3,3,Loyal,9
USR08349,1,85.0,5,7521.23,3,2,2,Promising,7
USR08350,0,26.0,20,28332.03,4,4,3,Champion,11
USR08351,0,17.0,15,17688.31,4,3,3,Loyal,10
USR08352,0,32.0,8,14851.36,3,2,3,Promising,8
USR08353,0,20.0,16,27758.94,4,3,3,Loyal,10
USR08354,0,12.0,11,16105.92,4,3,3,Loyal,10
USR08355,0,15.0,12,15889.49,4,3,3,Loyal,10
USR08356,1,59.0,7,3397.98,3,2,2,Promising,7
USR08357,0,11.0,18,16694.32,4,3,3,Loyal,10
USR08358,0,25.0,18,14987.55,4,3,3,Loyal,10
USR08359,0,21.0,10,12584.52,4,3,3,Loyal,10
USR08360,0,20.0,8,9364.4,4,2,2,Promising,8
USR08361,0,13.0,14,17268.77,4,3,3,Loyal,10
USR08362,0,26.0,13,13425.81,4,3,3,Loyal,10
USR08363,0,20.0,9,8040.56,4,2,2,Promising,8
USR08364,0,21.0,10,7505.27,4,3,2,Loyal,9
USR08365,0,18.0,13,16684.08,4,3,3,Loyal,10
